Ref,Richness,Plot_ID,Trmt,LRnet,LRtrans
Spehn et al. 2005,4,S79,Sheffield,0.35,0.21
Spehn et al. 2005,4,S82,Sheffield,0.51,0.38
Spehn et al. 2005,4,S75,Sheffield,0.21,-0.32
Spehn et al. 2005,4,S76,Sheffield,0.27,-0.26
Spehn et al. 2005,4,S77,Sheffield,0.32,-0.13
Spehn et al. 2005,4,S78,Sheffield,0.34,0.13
Spehn et al. 2005,4,S80,Sheffield,0.45,0.00
Spehn et al. 2005,4,S81,Sheffield,0.50,0.30
Spehn et al. 2005,2,S65,Sheffield,-0.07,-0.15
Spehn et al. 2005,2,S66,Sheffield,-0.04,-0.06
Spehn et al. 2005,2,S68,Sheffield,0.00,-0.08
Spehn et al. 2005,2,S69,Sheffield,0.01,-0.01
Spehn et al. 2005,2,S71,Sheffield,0.17,-0.04
Spehn et al. 2005,2,S72,Sheffield,0.19,-0.23
Spehn et al. 2005,2,S73,Sheffield,0.26,-0.17
Spehn et al. 2005,2,S74,Sheffield,0.36,0.15
Spehn et al. 2005,4,S109,Silwood,0.24,-0.17
Spehn et al. 2005,4,S111,Silwood,0.36,-0.05
Spehn et al. 2005,8,S119,Silwood,0.63,-0.08
Spehn et al. 2005,8,S120,Silwood,0.66,-0.04
Spehn et al. 2005,11,S123,Silwood,0.72,-0.14
Spehn et al. 2005,11,S124,Silwood,0.95,0.09
Spehn et al. 2005,2,S105,Silwood,0.81,0.76
Spehn et al. 2005,2,S95,Silwood,-0.68,-0.97
Spehn et al. 2005,2,S97,Silwood,-0.27,-0.57
Spehn et al. 2005,2,S98,Silwood,-0.01,-0.06
Spehn et al. 2005,8,S117,Silwood,0.52,-0.24
Spehn et al. 2005,8,S118,Silwood,0.60,0.15
Spehn et al. 2005,8,S121,Silwood,1.05,0.60
Spehn et al. 2005,8,S122,Silwood,1.10,0.34
Spehn et al. 2005,4,S110,Silwood,0.31,0.00
Spehn et al. 2005,4,S112,Silwood,0.51,0.20
Spehn et al. 2005,4,S107,Silwood,-0.66,-1.33
Spehn et al. 2005,4,S114,Silwood,0.57,-0.10
Spehn et al. 2005,4,S108,Silwood,0.07,-0.57
Spehn et al. 2005,4,S115,Silwood,0.64,-0.01
Spehn et al. 2005,4,S113,Silwood,0.57,0.11
Spehn et al. 2005,4,S116,Silwood,0.73,0.27
Spehn et al. 2005,2,S100,Silwood,0.48,0.14
Spehn et al. 2005,2,S101,Silwood,0.53,0.17
Spehn et al. 2005,2,S102,Silwood,0.58,0.20
Spehn et al. 2005,2,S103,Silwood,0.79,0.45
Spehn et al. 2005,2,S104,Silwood,0.80,0.43
Spehn et al. 2005,2,S106,Silwood,1.00,0.79
Spehn et al. 2005,2,S96,Silwood,-0.30,-0.68
Spehn et al. 2005,2,S99,Silwood,0.15,-0.06
Spehn et al. 2005,12,S155,Sweden,-0.12,-1.33
Spehn et al. 2005,12,S156,Sweden,0.62,-0.60
Spehn et al. 2005,12,S157,Sweden,1.97,0.76
Spehn et al. 2005,12,S158,Sweden,2.12,0.90
Spehn et al. 2005,8,S150,Sweden,0.69,-0.36
Spehn et al. 2005,8,S153,Sweden,1.41,0.36
Spehn et al. 2005,8,S149,Sweden,-0.64,-1.82
Spehn et al. 2005,8,S151,Sweden,0.86,-0.33
Spehn et al. 2005,2,S132,Sweden,0.46,0.01
Spehn et al. 2005,2,S134,Sweden,1.38,0.93
Spehn et al. 2005,2,S126,Sweden,-0.37,-0.62
Spehn et al. 2005,2,S130,Sweden,0.25,0.00
Spehn et al. 2005,4,S143,Sweden,0.85,0.46
Spehn et al. 2005,4,S147,Sweden,1.71,1.33
Spehn et al. 2005,8,S152,Sweden,1.36,0.79
Spehn et al. 2005,8,S154,Sweden,1.76,1.19
Spehn et al. 2005,4,S137,Sweden,-1.20,-1.95
Spehn et al. 2005,4,S141,Sweden,0.49,-0.25
Spehn et al. 2005,4,S138,Sweden,-0.60,-1.19
Spehn et al. 2005,4,S139,Sweden,0.27,-0.31
Spehn et al. 2005,4,S142,Sweden,0.80,-0.20
Spehn et al. 2005,4,S146,Sweden,1.55,0.55
Spehn et al. 2005,4,S140,Sweden,0.42,-0.41
Spehn et al. 2005,4,S145,Sweden,1.30,0.47
Spehn et al. 2005,2,S127,Sweden,-0.37,-1.01
Spehn et al. 2005,2,S133,Sweden,1.15,0.50
Spehn et al. 2005,4,S144,Sweden,1.25,1.09
Spehn et al. 2005,4,S148,Sweden,2.19,2.03
Spehn et al. 2005,2,S125,Sweden,-2.55,-2.60
Spehn et al. 2005,2,S136,Sweden,1.57,1.53
Spehn et al. 2005,2,S128,Sweden,-0.06,-0.66
Spehn et al. 2005,2,S129,Sweden,0.22,0.22
Spehn et al. 2005,2,S131,Sweden,0.29,-0.30
Spehn et al. 2005,2,S135,Sweden,1.53,1.52
Spehn et al. 2005,2,S161,Switzerland,-0.26,-0.51
Spehn et al. 2005,2,S162,Switzerland,-0.19,-0.44
Spehn et al. 2005,2,S164,Switzerland,0.02,-0.35
Spehn et al. 2005,2,S168,Switzerland,0.49,0.47
Spehn et al. 2005,2,S169,Switzerland,0.50,0.49
Spehn et al. 2005,2,S170,Switzerland,0.60,0.24
Spehn et al. 2005,2,S159,Switzerland,-0.65,-0.92
Spehn et al. 2005,2,S160,Switzerland,-0.58,-0.84
Spehn et al. 2005,2,S163,Switzerland,-0.15,-0.42
Spehn et al. 2005,2,S165,Switzerland,0.32,0.17
Spehn et al. 2005,2,S166,Switzerland,0.39,0.15
Spehn et al. 2005,2,S167,Switzerland,0.46,0.19
Spehn et al. 2005,2,S171,Switzerland,0.83,0.68
Spehn et al. 2005,2,S172,Switzerland,1.16,0.91
Tilman - Biodiversity II,8,TB50,2001,0.21,-0.90
Tilman - Biodiversity II,8,TB56,2001,1.30,0.35
Tilman - Biodiversity II,8,TB57,2001,1.34,0.74
Tilman - Biodiversity II,8,TB52,2001,0.42,-0.30
Tilman - Biodiversity II,8,TB55,2001,1.01,0.32
Tilman - Biodiversity II,4,TB39,2001,0.20,0.04
Tilman - Biodiversity II,8,TB51,2001,0.40,-0.26
Tilman - Biodiversity II,8,TB53,2001,0.69,-0.18
Tilman - Biodiversity II,2,TB1,2001,-2.05,-2.65
Tilman - Biodiversity II,2,TB12,2001,0.01,-0.29
Tilman - Biodiversity II,2,TB17,2001,0.37,0.30
Tilman - Biodiversity II,2,TB20,2001,0.68,0.21
Tilman - Biodiversity II,2,TB21,2001,0.76,0.29
Tilman - Biodiversity II,4,TB31,2001,-0.85,-1.74
Tilman - Biodiversity II,4,TB33,2001,-0.51,-1.23
Tilman - Biodiversity II,4,TB35,2001,-0.07,-0.95
Tilman - Biodiversity II,4,TB36,2001,-0.01,-0.86
Tilman - Biodiversity II,2,TB4,2001,-1.28,-1.38
Tilman - Biodiversity II,4,TB44,2001,0.48,0.25
Tilman - Biodiversity II,4,TB45,2001,0.63,0.35
Tilman - Biodiversity II,2,TB5,2001,-1.28,-1.44
Tilman - Biodiversity II,2,TB7,2001,-0.79,-0.95
Tilman - Biodiversity II,2,TB8,2001,-0.62,-0.92
Tilman - Biodiversity II,8,TB54,2001,0.71,-0.02
Tilman - Biodiversity II,4,TB46,2001,0.65,0.43
Tilman - Biodiversity II,4,TB47,2001,0.85,0.44
Tilman - Biodiversity II,4,TB40,2001,0.21,-0.27
Tilman - Biodiversity II,2,TB30,2001,1.80,1.77
Tilman - Biodiversity II,4,TB41,2001,0.22,-0.22
Tilman - Biodiversity II,4,TB34,2001,-0.22,-0.83
Tilman - Biodiversity II,4,TB38,2001,0.17,-0.19
Tilman - Biodiversity II,4,TB42,2001,0.32,-0.23
Tilman - Biodiversity II,4,TB49,2001,2.08,1.79
Tilman - Biodiversity II,4,TB32,2001,-0.66,-1.17
Tilman - Biodiversity II,4,TB48,2001,1.23,0.29
Tilman - Biodiversity II,2,TB19,2001,0.61,0.50
Tilman - Biodiversity II,4,TB37,2001,-0.01,-0.53
Tilman - Biodiversity II,4,TB43,2001,0.44,-0.17
Tilman - Biodiversity II,2,TB13,2001,0.16,-0.31
Tilman - Biodiversity II,2,TB28,2001,1.41,1.28
Tilman - Biodiversity II,2,TB10,2001,-0.20,-0.50
Tilman - Biodiversity II,2,TB11,2001,-0.04,-0.44
Tilman - Biodiversity II,2,TB14,2001,0.16,0.05
Tilman - Biodiversity II,2,TB15,2001,0.24,-0.10
Tilman - Biodiversity II,2,TB16,2001,0.34,0.73
Tilman - Biodiversity II,2,TB18,2001,0.53,0.20
Tilman - Biodiversity II,2,TB2,2001,-1.47,-1.76
Tilman - Biodiversity II,2,TB22,2001,0.86,0.41
Tilman - Biodiversity II,2,TB23,2001,0.90,0.84
Tilman - Biodiversity II,2,TB24,2001,0.98,0.87
Tilman - Biodiversity II,2,TB25,2001,1.00,0.67
Tilman - Biodiversity II,2,TB26,2001,1.08,0.58
Tilman - Biodiversity II,2,TB27,2001,1.36,0.95
Tilman - Biodiversity II,2,TB29,2001,1.75,1.33
Tilman - Biodiversity II,2,TB3,2001,-1.35,-1.64
Tilman - Biodiversity II,2,TB6,2001,-1.17,-1.71
Tilman - Biodiversity II,2,TB9,2001,-0.49,-1.08
Tilman et al. 1996,2,T5,2001,0.57,0.22
Tilman et al. 1996,4,T6,2001,-0.26,-0.60
Tilman et al. 1996,2,T1,2001,-0.25,-0.45
Tilman et al. 1996,2,T2,2001,0.17,0.10
Tilman et al. 1996,2,T3,2001,0.49,0.43
Tilman et al. 1996,2,T4,2001,0.50,0.21
